Filename,Position_mm,Teacher_Width
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-439.csv,181.0,28.632107
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-438.csv,181.1,28.601336
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-437.csv,181.2,28.563166
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-436.csv,181.3,28.529837
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-435.csv,181.4,28.50436
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-434.csv,181.5,28.462551
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-433.csv,181.6,28.44033
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-432.csv,181.7,28.388153
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-431.csv,181.8,28.358057
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-430.csv,181.9,28.335869
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-429.csv,182.0,28.307787
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-428.csv,182.1,28.263077
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-427.csv,182.2,28.246098
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-426.csv,182.3,28.219536
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-425.csv,182.4,28.190414
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-424.csv,182.5,28.172293
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-423.csv,182.6,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-422.csv,182.7,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-421.csv,182.8,28.122416
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-420.csv,182.9,28.04976
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-419.csv,183.0,28.023405
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-418.csv,183.1,27.995396
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-417.csv,183.2,27.956194
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-416.csv,183.3,27.945305
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-415.csv,183.4,27.894712
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-414.csv,183.5,27.862059
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-413.csv,183.6,27.830214
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-412.csv,183.7,27.800276
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-411.csv,183.8,27.78214
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-410.csv,183.9,27.747473
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-409.csv,184.0,27.717556
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-408.csv,184.1,27.680872
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-407.csv,184.2,27.652586
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-406.csv,184.3,27.622555
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-405.csv,184.4,27.597015
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-404.csv,184.5,27.573782
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-403.csv,184.6,27.55691
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-402.csv,184.7,27.525114
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-401.csv,184.8,27.496294
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-400.csv,184.9,27.466816
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-399.csv,185.0,27.436628
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-398.csv,185.1,27.409393
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-397.csv,185.2,27.384132
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-396.csv,185.3,27.355677
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-395.csv,185.4,27.327833
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-394.csv,185.5,27.307821
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-393.csv,185.6,27.26978
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-392.csv,185.7,27.23984
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-391.csv,185.8,27.209904
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-390.csv,185.9,27.179308
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-389.csv,186.0,27.149734
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-388.csv,186.1,27.115683
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-387.csv,186.2,27.081823
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-386.csv,186.3,27.049894
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-385.csv,186.4,27.01954
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-384.csv,186.5,26.98898
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-383.csv,186.6,26.96402
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-382.csv,186.7,26.931421
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-381.csv,186.8,26.9093
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-380.csv,186.9,26.889046
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-379.csv,187.0,26.855516
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-378.csv,187.1,26.82944
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-377.csv,187.2,26.809828
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-376.csv,187.3,26.782959
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-375.csv,187.4,26.754965
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-374.csv,187.5,26.741604
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-373.csv,187.6,26.709948
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-372.csv,187.7,26.682322
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-371.csv,187.8,26.65786
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-370.csv,187.9,26.63277
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-369.csv,188.0,26.60838
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-368.csv,188.1,26.597458
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-367.csv,188.2,26.557852
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-366.csv,188.3,26.537806
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-365.csv,188.4,26.504604
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-364.csv,188.5,26.486334
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-363.csv,188.6,26.446737
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-362.csv,188.7,26.417168
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-361.csv,188.8,26.385725
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-360.csv,188.9,26.355862
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-359.csv,189.0,26.329363
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-358.csv,189.1,26.29799
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-357.csv,189.2,26.270554
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-356.csv,189.3,26.241879
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-355.csv,189.4,26.218824
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-354.csv,189.5,26.192663
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-353.csv,189.6,26.162407
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-352.csv,189.7,26.139189
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-351.csv,189.8,26.111233
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-350.csv,189.9,26.086573
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-349.csv,190.0,26.054277
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-348.csv,190.1,26.026125
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-347.csv,190.2,26.019703
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-346.csv,190.3,25.970613
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-345.csv,190.4,25.943163
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-344.csv,190.5,25.915867
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
-343.csv,190.6,25.884672
